cmplx_smiles_neutral_std,Exp LgK1
CCC(C)NC(P(=O)(O)O)P(=O)(O)O.[Mg+2],6.12
CC(SC[C@H](N)C(=O)O)C(=O)O.[Ni+2],5.62
NC(CS)C(=O)O.[Pb+2],12.21
NCCOP(=O)(O)O.[Ni+2],5.14
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O.[H+],9.72
O=C(O)C(O)c1ccccc1.[Zr+4],5.64
c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1.[H+],3.1
O=C(O)CN(CCS)CC(=O)O.[Ni+2],13.75
O=Cc1ccccc1O.[H+],8.8
CC(C)(C)N.[Ag+],3.69
C1COCCN2CCOCCOCCN(CCO1)CCOCC2.[Pb+2],13.12
O=C(O)C1CCCN1.[H+],10.58
O=C(O)c1cc2cc(S(=O)(=O)O)ccc2cc1O.[Nd+3],6.82
O=P(O)(O)C(Nc1ccccc1)P(=O)(O)O.[Al+3],18.97
Cc1ncc([N+](=O)[O-])n1CCO.[Cd+2],1.19
Nc1ccccc1.[Cd+2],0.1
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1.[Mg+2],1.56
O=C(O)C1(O)CCCC1.[Nd+3],2.666
NC(CC(=O)O)C(=O)O.[Ni+2],7.07
O=S(=O)(O)CCNC(CO)(CO)CO.[H+],7.55
C[C@H](O)C(=O)O.[Co+2],1.48
Cc1cn([C@@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O.[H+],9.78
O=C(O)CCl.[H+],2.662
O=S(=O)(O)c1ccc(O)c2ncccc12.[H+],8.44
c1ccnnc1.[H+],2.48
O=[N+]([O-])c1ccc(O)cc1.[H+],7.04
O=C(O)[C@H](O)[C@@H](O)C(=O)O.[Cu+2],3.6
O=C(O)CSCC(=O)O.[V+2],1.73
NC(Cc1c[nH]c2ccccc12)C(=O)O.[Cu+2],8.02
O=Nc1c(O)cc(S(=O)(=O)O)c2ccccc12.[H+],7.2
O=S(=O)(O)c1ccc(O)c(O)c1.[H+],12.16
O=C(O)CC(O)(CC(=O)O)C(=O)O.[H+],5.64
CC(SC(C)C(=O)O)C(=O)O.[Cu+2],3.97
O=C(O)CN(CC(=O)O)C(=S)S.[Ag+],14.12
O=C(NO)C(O)c1ccccc1.[Cd+2],4.52
CC1=C/C(=C/NO)C(=O)C=C1.[Mn+2],6.1
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O.[H+],12.3
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.[Zn+2],0.75
O=C(O)CN(CC(=O)O)CC(=O)O.[Pu+3],10.26
Cc1c(O)c(=O)ccn1C.[Fe+3],15.1
Cc1cc(N)n[nH]1.[Zn+2],0.95
CC1=CC(=C(c2cc(C)c(O)c(C(=O)O)c2)c2c(Cl)ccc(S(=O)(=O)O)c2Cl)C=C(C(=O)O)C1=O.[H+],11.8
NCC(N)C(=O)O.[Cu+2],10.61
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O.[Sr+2],5.33
O=c1[nH]c(=O)c2[nH]cnc2[nH]1.[H+],7.52
CC(C)C[C@H](NC(=O)CNC(=O)CN)C(=O)O.[Ni+2],3.7
O=C(O)CC(=O)C(=O)O.[Zn+2],2.411
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ni+2],11.82
O=C(O)C1CCCN1.[Pr+3],5.22
O=P(O)(O)C(NCc1ccccc1)c1ccncc1.[Cu+2],7.11
c1c[nH]cn1.[Cu+2],4.223
O=C(O)CNC(=O)c1ccccc1.[H+],3.61
O=C(O)C1CCCN1.[Ce+3],5.65
Nc1ccn(CCOCP(=O)(O)O)c(=O)n1.[H+],6.95
CC(=O)O.[Pu+4],5.02
Cc1ccccn1.[H+],6.21
Nc1nccs1.[Co+2],1.99
OCCS.[Th+4],8.62
CCC(CC)(C(=O)O)C(=O)O.[Ho+3],4.63
O=C(O)c1ccccc1O.[H+],14
CC1CC(C)(C)NCCCNCCCN1.[H+],12.3
O=S(=O)(O)CC(S)CS.[Co+2],16.67
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1.[Ni+2],3.9
O=C(O)CC(O)C(=O)O.[Pr+3],4.46
CC(=O)CCC(=O)O.[Ni+2],0.79
O=P([O-])([O-])OP(=O)([O-])[O-].[Cd+2],7.9
O=C(O)CN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[H+],9.47
O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O.[La+3],9.85
O=S(=O)(O)c1ccc2cc(O)c(O)cc2c1.[Fe+3],18.1
OCCN(CCO)CCO.[Ba+2],0.36
CC(C)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)O.[H+],8.28
O=C([O-])[O-].[Gd+3],5.72
O=[PH](O)CN1CCN(C[PH](=O)O)CCN(C[PH](=O)O)CC1.[H+],10.157
CC(C)C[C@H](NC(=O)CN)C(=O)O.[H+],7.96
NC(CCC(=O)O)C(=O)O.[H+],9.51
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.[Ba+2],4
O=S(=O)(O)CC(S)CS.[Zn+2],14.09
c1c[nH]cn1.[Co+2],2.48
Cc1ccc(C(=O)O)cn1.[V+3],5.98
O=[N+]([O-])c1ccc(O)c(O)c1.[Cu+2],11.67
CC1CC(c2ccccc2)NCCN(CC(=O)O)C(C)CC(c2ccccc2)NCCN1CC(=O)O.[Dy+3],10.41
NC(CC(=O)O)C(=O)O.[Nd+3],5.5
NCC(=O)NCC(=O)O.[H+],8.1
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3],15.37
C=CCO.[Ag+],1.253
NC(Cc1cnc[nH]1)C(=O)O.[Ni+2],8.69
Oc1ccc(Cl)cc1O.[H+],11.97
O=C(O)C1CC(O)CN1.[Cd+2],4.62
O=C(O)c1[nH]c(=O)[nH]c(=O)c1I.[Cd+2],2.9
c1ccc(-c2ccccn2)nc1.[H+],4.52
CSCCC(N)C(=O)NC(CCSC)C(=O)O.[H+],7.63
O=C(O)c1cccc(C(=O)O)n1.[Tl+],2.33
NCCCCC(CN)CCCN.[H+],10.95
[F-].[Er+3],3.13
NCC(=O)O.[Ni+2],5.9
NCCP(=O)(O)O.[Ni+2],5.34
N#C[S-].[Ni+2],1.21
CCCCCCCCCCCCCCCC(=O)O.[H+],7.55
O=C(CCNCCNCCC(=O)Nc1ccccn1)Nc1ccccn1.[Cu+2],11.36
CC(=O)C(=O)O.[Fe+2],0.69
N#C[S-].[Mg+2],-1
COc1cccc(SCC(=O)O)c1.[Zn+2],0.68
C=CCN(C)CCN(C)CCN(C)C.[H+],9.06
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[Ga+3],23.1
O=P([O-])([O-])[O-].[H+],11.86
NC(=O)CC[C@H](N)C(=O)O.[H+],8.97
CC(C)(C)P(=O)(O)CNC(=O)CN.[Cu+2],5.6
O=C(O)CCCCCCCC(=O)O.[H+],5.149
O=C(O)CNCC(=O)O.[Ag+],3.3
NCCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CN)C(=O)O.[H+],10.01
CN1CCN2CCCCCCCN(CC1)CCN(C)CC2.[Li+],2.6
CCC(O)C(=O)O.[Co+2],1.62
O=C(O)c1ccccn1.[Ba+2],1.65
CSCC(N)C(=O)O.[H+],9.03
CSCCC(N)C(=O)O.[Th+4],6.82
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[H+],9.78
NC(=O)CN(CC(=O)O)CC(=O)O.[Mg+2],2.51
CC(O)C(N)C(=O)O.[Sm+3],4.98
CCCCNCC(=O)O.[Cu+2],7.32
C1CNCCNCCNCCNCCNCCN1.[La+3],5.7
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.[Ni+2],5.7
C1CNCCSCCNC1.[Cu+2],11.59
O=C(O)C(=O)O.[Cu+2],4.82
CN(C)CCN(C)CCCN(C)CCN(C)C.[Pd+2],28.3
CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(=O)O.[H+],7.98
O=C(O)C(O)C(O)C(O)C(O)C(=O)O.[Hg+2],2.86
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Cd+2],15.35
NC(CC(=O)O)C(=O)O.[Pb+2],6
O=C(O)CCN(CCO)CCC(=O)O.[Cu+2],8.4
O=C(O)CC(=O)O.[Ce+3],4.21
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],3.18
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O.[Ca+2],3.17
NCCNCCCO.[Co+2],7.15
NC(Cc1c[nH]c2ccccc12)C(=O)O.[Cu+2],8.3
NC(CO)C(=O)O.[Sm+3],5.36
NCCC(=O)O.[Ce+3],2.63
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Fe+3],26.53
O=C(O)CSC(CC(=O)O)C(=O)O.[Nd+3],4.1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O.[Cu+2],2.97
NCC(=O)O.[Cu+2],8.23
O=C(O)CCNC(=O)C(O)C(O)C(O)C(O)CO.[V+4],1.91
NC(CCC(=O)O)C(=O)O.[Mn+2],4.11
NC(Cc1ccccc1)C(=O)O.[Cu+2],7.81
CC(C)C[C@H](N)C(=O)NCP(=O)(O)O.[Cu+2],6.21
O=C(O)CC(=O)O.[H+],5.09
CC(C)C(=O)CC(=O)C(C)C.[Ni+2],7.2
NCCNCCNCCN.[H+],9.95
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Zn+2],6.83
CN(C)c1ccc(N=Nc2ccccn2)cc1.[Hg+2],5.06
CCCCn1ccnc1CO.[Co+2],2.18
O=c1[nH]cccc1O.[Eu+3],8.26
C1CCCNCCNCCNCCNCC1.[H+],10.58
O=C(O)CC(S)C(=O)O.[Gd+3],6.32
O=C(NO)C(O)c1ccccc1.[Cu+2],5.76
O=C(O)c1cccc(C(=O)O)c1.[Tb+3],2.64
O=C(O)CC(O)C(O)C(O)C(O)C1NC(C(=O)O)CS1.[Ca+2],1.61
Cc1cccnc1.[Zn+2],1.24
NCC(N)C(N)CN.[H+],9.65
O=C(O)CN(CC(=O)O)CC(O)CO.[Ho+3],8.84
CN(C)CCN(C)C.[H+],9.21
C[C@H](N)C(=O)NC(C)(C)C(=O)O.[H+],8.22
O=C(O)CCCCC(=O)O.[H+],5.05
O=C(O)c1cc(S(=O)(=O)O)c2ccccc2c1O.[H+],11.65
NCCN.[Cu+2],10.52
C(CNCCNCCc1nnn[nH]1)NCCNCCc1nnn[nH]1.[H+],9.57
C[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(N)=O.[H+],10.23
C=CC(=O)NC(O)C(=O)O.[H+],2.64
O=C(O)CN=Cc1ccccc1O.[Zn+2],9.48
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Gd+3],23.83
O=C1CCNCCNCCCNCCN1.[H+],10.22
Nc1nc(=O)c2ncn(C3CC(O)C(CO)O3)c2[nH]1.[Ni+2],3.2
O=C(O)CC(O)C(=O)O.[Al+3],4.37
O=c1ccnc2c(O)cccn12.[Zn+2],6.3
CC(CN)C(=O)O.[H+],10.08
O=P(O)(O)CN1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CC1.[Mg+2],7.3
OCCNCCO.[H+],9.078
O=C(O)CN(CCO)CC(=O)O.[Y+3],8.6
c1c[nH]cn1.[Cd+2],2.69
CC(=O)CC(=O)c1ccccc1.[Co+2],4.55
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12.[Yb+3],4.74
O=C(O)CN1CCOCCOCCN(CC(=O)O)CCOCC1.[Cd+2],13.432
NCCN.[Zn+2],5.78
COC(=O)[C@@H](N)CS.[Ni+2],7.61
Cc1c[nH]c(=O)[nH]c1=O.[H+],9.85
O=C(O)CCC(=O)O.[Zn+2],2.96
Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br.[H+],4.901
O=C(/C=C/c1cccs1)c1cc(F)ccc1O.[Ho+3],4.77
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],6.4
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O.[Cu+2],4.96
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O.[Ca+2],6.9
[F-].[Fe+3],5.16
[Cl-].[Tl+],0.6
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Eu+3],15.46
CC(=O)C(=O)O.[Cu+2],2.11
O=C(O)C(=O)O.[Cu+2],5.7
O=C(O)C(=O)O.[Pu+4],9.74
CC(S)C(=O)N(CC(=O)O)c1ccccc1.[Ni+2],5.21
O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1.[Ni+2],6.84
CC(O)C(N)C(=O)O.[Yb+3],5.53
CC(NC(=O)CN)C(=O)O.[H+],8.04
C1CNCCNCCNC1.[Cd+2],7.8
[OH-].[Zn+2],7.22
CN(O)C(=O)CCC(=O)NCCCC(=O)NCO.[Zn+2],7.71
CNCCCNCCNCCCNC.[H+],10.841
CC(=O)CC(C)=O.[H+],8.82
Cn1ccnc1C(O)(c1ccccn1)c1ccccn1.[H+],5.4
CC(NC(=O)CN)C(=O)O.[H+],8.07
O=S(=O)(O)c1cc(O)c2c(O)c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1.[Ce+3],5.6
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Ni+2],4.85
NCCN.[H+],10.3
NC(=O)c1ccncc1.[H+],3.76
[F-].[Tb+3],3.227
C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)O.[H+],7.97
C1COCCNCCN2CCNCCOCCNCCN(CCN1)CCNCCOCCNCC2.[H+],9.88
CC(=O)c1ccccc1.[Ag+],-0.27
NC(Cc1cnc[nH]1)C(=O)O.[Co+2],6.93
NCCN1CCN(CCN)CC1.[Cd+2],4.51
NCCCN(CCCN)CCCN.[Cu+2],13.11
O=C(O)CN(CC(=O)O)C1C(=O)NC(=O)NC1=O.[Co+2],11.84
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[Ni+2],2
CCCC(O)(CCC)C(=O)O.[Pr+3],2.53
NC(=O)c1ccc(O)cc1O.[Fe+3],3.58
O=c1cc[nH]c(=O)[nH]1.[H+],9.55
CC(N)C(=O)NCC(=O)O.[Ca+2],1.87
NC(CO)C(=O)O.[H+],8.84
O=C(O)c1cc(S(=O)(=O)O)cc(S(=O)(=O)O)c1O.[Cu+2],9.13
[OH-].[Pb+2],6.05
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Ca+2],8.322
O=C(O)C(O)c1ccccc1.[H+],3.3
CN(C)c1ccc(/C=C/C=C/C(=O)C(=O)O)cc1.[Tm+3],2.055
O=C(O)CCC(=O)O.[Cu+2],2.49
NCC(=O)O.[H+],9.6
NCCCNCCCCNCCCN.[Co+2],7.36
O=C(NO)c1ccccc1O.[Co+2],6.62
CC(C)(S)[C@@H](N)C(=O)O.[H+],10.66
NC(=O)NC(N)=O.[Cu+2],11.24
O=C(O)c1cccc[n+]1[O-].[Yb+3],3.15
O=C(O)c1[nH]c(=O)[nH]c(=O)c1Br.[Mn+2],1.88
CC(C)C[C@H](NC(=O)CN)C(=O)O.[Zn+2],3.858
O=C(O)CN(CCN(CC(=O)O)c1ccccc1O)c1ccccc1O.[Mn+2],16
O=C(O)C(CNC(C(=O)O)C(=O)O)NC(C(=O)O)C(=O)O.[Tm+3],12.46
O=C(O)c1cc(Cl)ccc1O.[Cu+2],9.67
CC(N)C(=O)NC(C)C(=O)O.[H+],8.39
Nc1ccccc1C(=O)O.[Dy+3],4.65
Cc1c(O)c(=O)ccn1-c1ccccc1.[Ga+3],17.5
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O.[H+],10.35
O=C(O)c1cccc(C(=O)O)n1.[Pd+2],16
c1nc(Cc2c[nH]c(Cc3nc(Cc4c[nH]cn4)c[nH]3)n2)c[nH]1.[Zn+2],11.18
c1ccc(CN2CCCN(Cc3ccccn3)Cc3cccc(n3)CN(Cc3ccccn3)CCC2)nc1.[H+],8.16
O=S([O-])([O-])=S.[Cd+2],2.7
O=C(O)c1ccccc1O.[H+],13.5
CCCCNC(c1cccnc1)P(=O)(O)O.[H+],9.45
O=C(O)c1ccc(O)cc1.[Sm+3],1.93
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[Co+2],1.86
CC(=O)C(=O)O.[Ca+2],0.59
NCCCN.[H+],10.9
O=C(O)c1cccc(C(=O)O)n1.[H+],4.56
O=P(O)(O)c1cc(Cl)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(Cl)cc3P(=O)(O)O)c(O)c2c1O.[La+3],9.47
SCCc1nc2ccccc2[nH]1.[Ni+2],8.91
NCC(=O)NO.[Cu+2],10.682
NCCN.[H+],9.84
O=C(O)CN(CC(=O)O)CC(=O)O.[Zr+4],18.6
N[C@@H](CSCSC[C@H](N)C(=O)O)C(=O)O.[H+],9.15
O=c1[nH]cc(F)c(=O)[nH]1.[Cd+2],5.8
NC(=O)CC(N)C(=O)O.[Co+2],4.88
NC(Cc1c[nH]c2ccccc12)C(=O)O.[Lu+3],5.2
Cn1ccnc1CN(CC(=O)O)CC(=O)O.[H+],8.09
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Tb+3],13.5
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Cd+2],18.51
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[H+],9.48
CN=C(NC#N)NCCSCc1nc[nH]c1C.[H+],6.603
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O.[Mg+2],8.63
O=C(O)c1cc(S(=O)(=O)O)ccc1O.[H+],11.74
NC(CS)C(=O)O.[Tl+],3.26
O=C(O)c1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1.[Zn+2],11.09
O=C(O)c1ccccn1.[Sm+3],4.06
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[H+],11.73
NCCCCCNc1ccn(O)c(=O)n1.[H+],10.45
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)CCN(CC(=O)O)Cc1ccccc1O.[Ni+2],19.43
O=S(=O)(O)c1ccc2c(N=Nc3nccs3)c(O)c(S(=O)(=O)O)cc2c1.[H+],7.86
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Ni+2],2.42
O=C(O)Cc1ccccc1.[La+3],1.74
O=C(O)/C=C\C(=O)O.[Gd+3],3.8
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Cu+2],6.08
NCCN.[Cu+2],10.56
CCOC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O)C(C)C.[H+],8.81
NCCc1ncc[nH]1.[Cu+2],9.85
NC(CC(=O)O)C(=O)O.[Pb+2],5.88
CC(=O)NO.[Ni+2],5.42
COP(=O)(O)O.[Ca+2],1.394
O=C(O)[C@H](Cc1ccccc1)NCc1cc(CN[C@@H](Cc2ccccc2)C(=O)O)cc(CN[C@@H](Cc2ccccc2)C(=O)O)c1.[Zn+2],4.05
O=S(=O)(O)c1cccc(P(c2ccccc2)c2ccccc2)c1.[Pt+2],11.5
Cc1cc(C)cc(C(=O)O)c1.[H+],4.27
O=C(O)CCS.[Ni+2],5.39
CC(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O.[H+],10.25
OCc1cccc(CO)n1.[Cu+2],18.5
NCC(=O)NCCc1c[nH]cn1.[H+],8.04
c1cnc2c(c1)ccc1cccnc12.[H+],4.44
CSCCC(N)C(=O)O.[H+],9.12
CCC(=O)CC(=O)CC.[Fe+3],11.8
Oc1cccc2cccnc12.[Fe+3],13.69
NCC(=O)O.[H+],9.29
c1ccc(-c2ccccn2)nc1.[Zn+2],5.3
CC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Mg+2],10.29
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1.[Ce+3],1.6
CNC(=S)N(C)C.[Bi+3],1.05
O=C(O)C(NCCNC(C(=O)O)c1ccccc1O)c1ccccc1O.[Fe+3],33.91
Nc1ncnc2c1ncn2CCOCCP(=O)(O)O.[Ni+2],2.41
NCC(=O)O.[H+],9.75
O=C(O)CN(CCO)CC(=O)O.[Pb+2],10.2
O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O.[Ba+2],5.93
c1ccc(-c2ncc[nH]2)nc1.[Fe+2],4.097
CCN(CC)C(CN)=NO.[Cu+2],6.58
O=C(O)C1CNCCN1.[Co+2],3.5
c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1.[Hg+2],25
NCCCO.[Pb+2],6.72
CN(C)CCNC(=O)C(N)=O.[Cu+2],4.54
O=C(O)CC(=O)O.[H+],4.8
O=C(O)c1cccnc1.[Nd+3],2.03
N#CCC(=O)O.[Cd+2],0.7
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[Pr+3],17.3
[F-].[H+],2.88
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O.[Ni+2],16.63
[Cl-].[Hg+2],6.74
O=C(O)CN(CCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ca+2],4.4
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.[Zn+2],5.963
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.[Sr+2],3.45
C1COCCNCCSCCSCCN1.[Zn+2],5.09
NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](N)CO)C(N)=O.[H+],10.26
CC(C(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[K+],1.56
O=C(O)CN(CC(=O)O)CP(=O)(O)O.[Be+2],9.5
O=S(=O)(O)CC(O)CN1CCOCC1.[H+],6.89
CC(C)CC(N)C(=O)O.[Co+2],5.07
CC(C)(O)C(=O)O.[Cu+2],2.74
NO.[H+],5.99
O=C(O)CCN(CCC(=O)O)CCC(=O)O.[H+],9.59
NCC(=O)NC(CC(=O)O)C(=O)O.[Co+2],3.57
C1CC[C@H]2NCCNCCN[C@@H]2C1.[Cd+2],10.05
O=c1c(O)c(O)c1=O.[Lu+3],2.68
CC(N)C(=O)O.[Ce+3],6.1
O=C(O)C1CCCN1.[H+],10.58
CC(=O)Nc1cccnc1.[Cu+2],2.1
CCC(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O.[Cd+2],16.74
NCCN(CCN)CCN.[Cu+2],19.22
CN(CC(=O)O)CC(=O)O.[Ni+2],8.67
NCC(=O)N[C@@H](CO)C(=O)O.[H+],8.11
O=C(O)C(=O)O.[Eu+3],5.03
c1ccc2c(C3=NCCN3)nccc2c1.[H+],9.43
O=S([O-])[O-].[Ni+2],2.88
O=C(O)CCBr.[Cu+2],2.02
O=C(O)CN(CC(=O)O)Cc1ccccc1.[H+],8.91
NC(=O)NN=C1C=C(S(=O)(=O)O)c2ccccc2C1=O.[Mn+2],4.05
CC(C)OCC(=O)O.[H+],3.59
[Cl-].[Zr+4],0.92
O=C(O)CCSCCC(=O)O.[Co+2],2.25
O=C(O)CCN1CCOCCOCCN(CCC(=O)O)CCN(CCC(=O)O)CC1.[H+],9.04
O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O.[Pr+3],17.3
CNC(P(=O)(O)O)P(=O)(O)O.[H+],9.71
O=C(O)CP(CC(=O)O)CC(=O)O.[H+],5.43
NC(CC(=O)O)C(=O)O.[H+],9.6
NC(Cc1ccccc1)C(=O)O.[Yb+3],3.98
c1c(CN2CCNCCSCC2)n[nH]c1CN1CCNCCSCC1.[H+],10.72
O=C(O)CN1CCN(CC(=O)O)Cc2cccc(n2)CN(CC(=O)O)CC1.[H+],10.9
O=C(O)C1CC(O)CN1.[Co+2],4.81
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O.[Pb+2],20.56
O=C(O)CN(CC(=O)O)CC(c1ccccc1)N(CC(=O)O)CC(=O)O.[Mg+2],9.4
NC(N)=NCC(=O)O.[Cu+2],7.69
CC(C)CC(N)C(=O)O.[Ni+2],5.54
O=C(NO)c1ccccc1.[Co+2],5.02
CC(C)(CO)[C@@H](O)C(=O)O.[La+3],2.81
NCP(=O)(O)O.[Co+2],4.78
O=C(O)Cc1ccc(O)c(O)c1.[H+],12.15
CC(NC(=O)C1CCCN1)C(=O)O.[H+],8.79
C1CSCCSCCCSCCSC1.[Cu+2],4.03
NCCN1CCN(CCN)CC1.[Cu+2],11.91
C1CCN2CCOCCOCCN(CC1)CCOCC2.[Cd+2],5
O=C(O)CN(CC(=O)O)Cc1ccccc1.[Ni+2],7.62
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O.[Ni+2],4.11
COc1ncc2ncn(C)c2n1.[H+],2.86
O=C(O)CC(O)(CC(=O)O)C(=O)O.[Y+3],6.8
O=C(O)CN(CCN(CC(=O)O)Cc1ccc(CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)cc1)CC(=O)O.[Co+2],15.88
O=C(O)CN(CC(=O)O)Cc1ccccc1O.[Tb+3],14.04
[F-].[Am+3],2.93
O=C(O)CN(CC(=O)O)Cc1ccccc1O.[H+],11.71
O=S(=O)(O)CC(O)CNC1CCCCC1.[H+],9.65
CCCCCC(=O)O.[Dy+3],2.94
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O.[Ni+2],2.34
N[C@@H]1CNC[C@H](N)C1.[H+],9.47
